row_id,text,label,original_label,label_changed,notes,source_url,reviewed,source_type
48,"I made a crude sketch illustrating the relevant points of the shown image. Brakes engaged: The center of gravity is above ground, the brakes ""try"" to slow down the car, the car itself ""wants"" to move further forward. The front ""sinks"", compressing the front struts (orange). The rear ""raises"", thereby allowing the rear suspension (blue) to ""open"". As a consequence the distance between front and rear wheels (red) gets smaller (teal line). When the car is now at a complete stop: The applied brakes keep the wheels from turning, thereby the distance between the wheels remains the same. This is now important: The contact points of the wheels, combined with the pivot (purple circle) of the rear suspension form a triangle (purple lines). A triangle with fixed lengths allows no movement. Thereby the rear stays raised. The front wheels have only a small effect as they have a pure vertical freedom, excluding every horizontal movement. Brakes released The relaxed brakes allow the wheels to roll freely. The ""blocking"" triangle now gets ""deactivated"" as the distance between the wheels is now variable. The now opened wheels allow the rear suspension (blue lever) to ""close"" as the rear of car still weights down on the rear wheels through the springs.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/80364,AI-reviewed; user confirmation required,answer
49,"What's in fossil fuel that we can't reproduce is energy. We've been making synthetic fossil fuels in one form or another for about two centuries: town gas (a methane substitute), synthetic gasoline , biodiesel , and so on. With the exception of biodiesel, however, all of these take considerable energy to produce, whereas fossil fuels can simply be pumped out of the ground. Because of this, synthetics have only been used when natural fossil fuels were unavailable. Town gas was used prior to the discovery of the North Sea oil fields and the development of techniques for transporting natural gas, while synthetic gasoline was used by Germany during World War II, when it didn't have access to the natural version. Current efforts to make synthetic fuels are centered around using plants or algae, so that free energy from the sun can be used.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/28781,AI-reviewed; user confirmation required,answer
50,"From an electrical perspective, it doesn't matter. However, a lead-acid battery that is charging or discharging rapidly will give off hydrogen, which is highly explosive. Since you generally make the ground connection last, there's a good chance that you'll get a spark, which is enough to ignite the hydrogen. So while it's unlikely that you'll have anything explode, under extreme conditions it's possible. Making the ground connection away from the battery eliminates the possibility.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/1412,AI-reviewed; user confirmation required,answer
51,"There is no correct answer to this. It is only a matter of preference that will give you peace of mind. Since the car is not being driven, the oil change can happen at either point. You will see no added benefit either way. While it sits for 3 weeks, the old oil will not become bad or damage anything. Changing it before you leave will just be one less thing you need to do when you return.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/49919,AI-reviewed; user confirmation required,answer
52,"There is an unexpected effect to running with a full tank all of the time: fuel is heavy. The actual weight per gallon depends on temperature (and thus on density) but it's on the order of six pounds per gallon (or about .7 kg per liter, if you like doing all your math in base 10...). Obviously, the total weight depends on your vehicle's tank. In my car, driving full all of the time would be an additional 90 pounds. That has a measurable effect on mileage, especially in the in-town lowish speed driving that I'm often doing. I generally fill up, run it down to about 1/4 tank, fill and repeat. On average, I see better mileage than ""full all the time."" As Gabriel notes, however, weather can trump mileage.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/1878,AI-reviewed; user confirmation required,answer
53,"Tires (or tyres) are marked as www/hhRdd where www is the tread width in mm, hh is the sidewall height as a percentage of width and dd is the inner diameter in inches. I.e. 245/75R16 has a width of 24.5cm, 75% (~18cm) height and 16in (~40cm) diameter. The R indicates the construction of the tire is 'radial' ply. 'Bias ply' tires, which were common before radials became the standard are indicated with a blank space. Other tire constructions exist, but are rarely used on highway vehicles. Points to anyone who can give a good reason for mixing three different systems of measurement in a single size. ""The code also usually has a prefix indicating whether it for a car, truck, etc - also there seems to often be lots of non-standard suffixes for manufacturer date, load & speed ratings etc"" -Wilf Great point. Much more information about tyre sizes can be found here: http://www.tirebuyer.com/education/understanding-tire-sizes-and-types",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/41266,AI-reviewed; user confirmation required,answer
54,You could cover the pipe with some protective braiding like this - https://hoseflex.com/product/stainless-steel-braid/,actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/72779,AI-reviewed; user confirmation required,answer
55,"When they put ""3L"", which stands for ""3 litres"", it is the approximate displacement of the engine. Displacement is the swept volume of all cylinders combined. Swept volume of the cylinder is if you look at the cylinder bore (area of the bore) multiplied by the stroke (distance the piston travels from top to bottom of the cylinder) multiplied by the number of cylinders. It is usually annotated by: V = πr²h * (# of cyls) Where: V is the volume (or displacement) r is the radius (or 1/2 bore size) h is the height (or stroke) In most cars, when the displacement of the engine is ""3L"", it is usually very close to this, but not exact (say, 2997cc or 2.997L if you run the exact numbers).",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/54752,AI-reviewed; user confirmation required,answer
56,"A seized engine due to not being used is usually due to the pistons / rings sticking in the bore, which with some freeing fluid may be easily solved, but this will not help the future life of the engine. An engine seized due to lack of lubrication, such as you describe, means that the crankshaft bearings, main bearings and camshaft bearings have all probably seized - seizing in this situation means serious surface damage to the bearing surfaces in contact - in fact the surfaces can actually get welded together. Just adding fresh oil will not solve the problem - this damage will need an engine re-build.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/57144,AI-reviewed; user confirmation required,answer
57,"You don't have to have an catalytic converter, they aren't required for the operation of an engine. Catalytic converters use chemical reactions to reduce the pollution in internal combustion engine exhaust, and are emissions control devices which are required by regulation in many countries. So it's technologically possible to build a car without one, it just may not be legal depending on where you are.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/67793,AI-reviewed; user confirmation required,answer
58,"The easiest, most economical method I can think of is to use Loctite Blue 242 . You apply it to the thread, torque it to spec, then within 24 hours it will keep the bolt held in place without issue. If the Blue ever comes loose, you can step up to the Red, which requires heat to bust it loose. It will not come loose without a LOT of effort. NOTE: I have no affiliation with this product.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/69696,AI-reviewed; user confirmation required,answer
59,"cc is the size of the engine, in cubic centimeters - literally the volume of the cylinders. A larger cylinder can ingest more air (and more fuel), thus converting more energy per cycle than a smaller one, so making more power - assuming all other factors are the same, and there are many factors that affect power output. You can measure it by a simple volume calculation - area of the piston (pi x radius squared) x stroke x number of cylinders.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/6104,AI-reviewed; user confirmation required,answer
60,"Stop trying to crank it and start beginning to disassemble it. Something is seriously wrong with it and forcing it will only break more stuff that might not already be broken. Especially if you have no idea what caused it to seize in the first place. The only thing more annoying than a seized engine is a seized engine with a sheared off bolt in the nose of the crank. Save yourself the hassle. I would start by disconnecting the crankshaft from the camshaft and seeing if the bottom half can rotate when disconnected from the valvetrain. Looks like you've already done that so on to the next step. If that doesn't work, take off one head, try again, then take off the other. Maybe a valve and a piston hit each other really hard and are wedged together? Next, take off the oil pan and look up the cylinder bores. See anything funny? No? Remove the oil pump and remove the rods from the crank and begin pushing the rods and pistons out the top one by one. See anything funny with the bearings? The pistons? The cylinder walls? When all the rods and pistons are out, off come the main caps, the bearings and the crankshaft. Then you can start inspecting the cylinder walls and the piston skirts. This will tell you why the engine is seized. The rebuild may then commence.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/25096,AI-reviewed; user confirmation required,answer
61,"If you do not want cats (whether stray or otherwise) on your vehicle, conceal it either in a garage or car cover. They can get the car cover as dirty as they want to, but they will not get it onto the vehicle itself. While you say it is impractical, what's more impractical, washing your car every other day or taking two minutes to take the cover off and put it on. To me the choice is obvious.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/28524,AI-reviewed; user confirmation required,answer
62,"This tire was driven on long after the blowout When there is sidewall separation from tread carcass like this it had to have been driven on longer than claimed. When a tire suffers pressure loss and the car compresses what's left of the tire there's a fold along the sidewall that, if driven on, heats up due to the bending and associated friction. Once the carcass gets hot enough the tread portion will separate from the sidewall, which is what happened here. I don't know what actually punctured the tire but it's clearly been driven on for too long. A word in defense of the driver Sometimes a rear tire failure is not really evident and if you're driving in a straight line you may not know the rear tire is flat if you don't pay attention to such things. Granted, that's bad but, it's the way it is too. Answer Driven on long after pressure loss. Open Question Unable to determine root cause of pressure failure.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/28743,AI-reviewed; user confirmation required,answer
63,"I'd be tempted to restate the question as ""How do vehicle manufacturers decide what to tune for?"" For the question as asked, there are a lot of possible reasons, and probably no way to know in a specific case unless somebody involved speaks up, but in general: To match the engine to a specific use case (as you suggested here). To find a balance between performance, durability, and marketing needs (detune in Sprinter to improve reliability, tune in E-class for marketing/performance). To fit into a particular regulatory class (in the US, for example regulations change with the load capacity of a vehicle). To meet insurance requirements (horsepower limits for example). To balance ""fleet"" requirements (another example from the US, makers are rewarded/penalized on maker's overall averages for fuel consumption and maybe for emissions as well, so tuning may get tweaked to manage this). Maintaining or adjusting a product ""line"" – a maker may want to have a ""logical"" progression of features or performance and so adjust numbers to make this happen, or may be trying to move customers for strategic or economic reasons. For an operator of the vehicle it would seem that, after evaluating the ""good"" reasons for the tuning decisions, there would be no reason not to adjust the tuning to suit the operator's needs.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/40113,AI-reviewed; user confirmation required,answer
64,"Many car doors are designed to open from the inside when locked so that the occupants can escape the car in an emergency, it's totally normal, although not all cars have that feature. In a car fire you don't want to have to fumble for the lock in order to get out. How this works is different for many manufacturers, and between cars. On my current mercedes If the car's in park and you open a door all the doors unlock automatically, on my mothers 67 merc 280s with manual locks you have to pull the handle twice, the first time pops the lock, the second time opens the door. On some cars pulling the handle does nothing at all, you have to unlock it manually, on newer cars like that the mechanism is often next to the door handle, on older cars this may mean you need to reach back to pull up the lock post. There's a lot of variation, it's worth thinking about when you get in an unfamiliar car so you know how to get out in an emergency. Some cars have child safety locks in the back doors, often a switch below the door latching mechanism. This prevents the doors from being opened from the inside in all circumstances. The only way to open the doors is from the outside. I like to try the doors when I get in the back seat of an unfamiliar car just to make sure they aren't activated, I like to control my own destiny.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/52483,AI-reviewed; user confirmation required,answer
65,You stated you had dirt in your wheels from the incident. Two things could be happening to you: You still have dirt in one or more of your wheels causing an imbalance. A simple scrub will take care of the issue. You threw one or more of your wheel weights. These are the things which keep the wheel/tire from vibrating. You'd need to take it to a tire shop to get it rebalanced. Your mechanic should be able to do this for you as well.,diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/27621,AI-reviewed; user confirmation required,answer
66,"They are exactly what you stated: wheel weights. They are used to balance the tire so when you are going down the road you don't get an out of balance condition. These are VERY important for several reasons. Ride Comfort: If a wheel/tire is not balanced correctly, it will cause a vibration through the vehicle which is really unnerving as you drive. Safety: With a wheel being out of balance and causing the vibration, your tire may not maintain constant contact with the road (yes, they can bounce that much). This can become problematic during the need to brake and corner, plus the basic control of the vehicle suffers. Vehicle Wear: When a tire is out of balance and is vibrating, there becomes an issue with wear on the suspension components which do their best to dampen the vibration. Since the vibration is unnatural, this causes extra wear on the shock/strut, suspension bushings, steering components, tire and other things. As pointed out, those little weights are important. While it may have been causing the slow leak, the real fix should be to re-seat the tire on the rim and then re-balance it.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/39565,AI-reviewed; user confirmation required,answer
67,"Yes, you do have something to worry about. Even with a lot of weight on a jack, the jack could move, either back and forth, or side to side, and the whole shebang could pivot down until the car rests on the ground. Hydraulic jacks are indeed easier to use, but even they can fail. Would you like to be lying underneath when one of the hydraulic seals lets go and the jack collapses? It's a poor idea to put any part of your body under a car resting on any kind of jack. If you're going under a car, the car should be held by jackstands or sturdy supports that can't collapse, can't pivot, and can't move.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/54204,AI-reviewed; user confirmation required,answer
68,"That one looks too close to the sidewall. Bring $$ and replace. Reference Here Apparently that tire repair guidance originates from the guidelines set by the USTMA (U.S. Tire Manufacturer Assoc.) Now obviously that reference is designed to help sell tires, but its pretty safe, sound guidance.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/71795,AI-reviewed; user confirmation required,answer
69,"You're talking about a classic air filter housing. Older style air filters were round in shape and sat inside a round metal enclosure. This is a Holden straight 6 from the 80s, where the air filter element is housed and sits on top of the carbeuretor. It's interesting to note that even modern cars, the check engine light still has a silhouette of an classic shape engine with the air filter sitting on top.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/33679,AI-reviewed; user confirmation required,answer
70,"It depends on the specific vehicle. Many modern standard transmission cars in the US have a clutch pedal sensor that will not allow you to start the vehicle if the pedal isn't fully depressed. You'll turn the key and nothing will happen. I've had older vehicles that preceded this sensor that could move the vehicle if the clutch was engaged and the transmission in gear. This was cited as an emergency way to move the vehicle (e.g., if you stall on railroad tracks).",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/39184,AI-reviewed; user confirmation required,answer
71,"Change it after, especially if you are having the oil filter changed at the same time (which is often recommended.) It is always possible that the mechanic will carry out the job incorrectly, and fail to replace the plug or filter properly. The filter gasket is quite large. The chances of a problem are low but I wouldn't leave a vehicle (or a house) alone after any event that could potentially cause a leak. If you leave a car with an oil leak for 3 weeks you will have a garage full of oil, and a car that is undriveable. If you notice a leak between getting the change done and leaving on your trip, you will have to rush back to the garage to get it fixed. If you do it after you come back, you should notice a leak immediately and be able to take corrective action without a sense of urgency. You will also find it easier to get a fix from the garage if you bring the faulty work back immediately rather than waiting 3 weeks.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/49929,AI-reviewed; user confirmation required,answer
72,"With the handbrake on, the rear wheel is not able to rotate. When the foot brake is released the car will try to move forward. This will cause a rotational force on the rear tire. Since the rear tire cannot turn, the rotational force will be transferred to the axle mounting point 'A' which will cause the road spring to compress, hence lowering the car body. If you did the same thing going up hill, you will find that the body raises instead.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/62814,AI-reviewed; user confirmation required,answer
73,"If the car is equipped with a modern fuel injection system, it will likely use less if left in gear and allowed to run against the transmission with no throttle as modern fuel injection systems can and do shut down the injectors completely thus use no fuel whatsoever. If the engine is at idle in neutral, the ECU will have to use a small amount of fuel to keep the engine turning.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/27892,AI-reviewed; user confirmation required,answer
74,"It's not practical to attempt a repair on that engine; it's toast. It also doesn't sound like you're in a position to do an engine replacement yourself, so you're now looking at a math problem rather than an engineering one; a . How much is the car worth in a working condition? b . How much is the car worth in it's current condition? c . How much does a replacement engine (plus required parts etc - they don't just drop in) cost? d . How much will a garage charge to install the replacement engine? If a > b + c + d , then take it to a garage. Otherwise, sell the car as-is, and put that money, plus the engine money, into a replacement vehicle. I'm pretty sure that emotionally, you'd like to keep this car; but logically, it's time for it to move on (with the aid of a tow-truck)",actionable_suggestion,diagnostic_explanation,yes,AI review changed the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/57146,AI-reviewed; user confirmation required,answer
75,"The oil is most likely being burned by the engine. You should change your oil more often, it's not just new oil you are putting in, when you change your oil, it takes the old oil and contaminates suspended in that oil out. So by added 2 new quarts every so often is not nearly the same as changing the oil. Also I would recommend checking the oil level on a regular bases, if you are waiting for the oil light to come on that means there is not enough oil in the pan for the pump to pick up. Oil lights come on around 8 psi in most cars. If you are waiting this long you could be damaging your engine because the oil pressure is too low. Now in the event the light you are referring to is an oil level light you might be alright as far as the oil pressure goes.",actionable_suggestion,diagnostic_explanation,yes,AI review changed the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/444,AI-reviewed; user confirmation required,answer
76,"According to 2010 Prius Emergency Response Guide (page 10): Being electronic, the gearshift selector and the park systems depend on the low voltage 12 Volt auxiliary battery for power. If the 12 Volt auxiliary battery is discharged or disconnected, the vehicle cannot be started and cannot be shifted out of park. The auxiliary battery is located in the cargo area. It is concealed by a fabric cover on the passenger side rear quarter well (page 15): Sounds like you can get to the back of your car and there is no longer a need for you to put it into neutral.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/794,AI-reviewed; user confirmation required,answer
77,"Or is it fine to even go a little bit on the highway for a few days before I replace it? No. Please don't drive on that tire. You are seeing a large scale deformation in a portion of the tire that's not designed for point stresses like that. There's pretty clearly a thin layer of rubber standing between the marginally acceptable and explosively decompressive states. And, just so we're clear, please don't drive for a couple of days on the temporary spare, either. It's not rated for that kind of workload.",actionable_suggestion,diagnostic_explanation,yes,AI review changed the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/2769,AI-reviewed; user confirmation required,answer
78,"The only advice anyone could possibly give about this tire is that it should not be taken on the road. Out of respect for other peoples lives, the car should not be driven with even one tire like that on it.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/21847,AI-reviewed; user confirmation required,answer
79,"Yes. One of your brake pads on the caliper side of the brakes had been worn so far down it popped out of place. Now you are stopping using the caliper piston against the brake rotor. You will now have to not only get the brake pads and rotors replaced, but the caliper as well. If you cannot fix this yourself, you should get the vehicle towed to a repair shop. DO NOT DRIVE it any more until you do. As others have said, you are risking not only your own life and property, but everyone else's around you as well.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/26567,AI-reviewed; user confirmation required,answer
80,"Welcome to the wonderful and wacky world of thermodynamics. A volume of air has heat. For example a gallon of air needs a certain amount of cooling to drop from 87 degrees to 42 degrees. An AC evaporator can absorb heat at a constant maximum rate. When the blower is on low and lets say flowing one gallon of air a second, the evaporator is able to drop its temperature from 87 to 42 degrees. Now you turn the blower to high and the flow rate goes up to six gallons a second. The cooling rate of the evaporator has not changed, it is still pulling in a fixed amount of heat. So when the evaporator could cool one gallon to 42 degrees, it now cools six gallons to 60 degrees in the same amount of time.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/31965,AI-reviewed; user confirmation required,answer
81,"Car batteries are not only rechargeable but are constantly being recharged by the alternator. Simply starting the car takes a lot of power reserves from the battery, then electrical systems such as the headlights, screen heaters, ignition and injection systems all draw on the battery. When the engine is running, the alternator is near constantly providing a charge to counter the power drain on the battery. If a battery has gone completely dead, this could be because there has been an electrical fault in the vehicle leading to parasitic battery drain whilst the engine is not running. It could be that the alternator or control pack on the alternator has failed so the car hasn't been recharging the battery. It could be that the battery simply needs topped up, they typically have removable plugs in the top of the case although some batteries are sealed for life or it could be that a fault has occurred within the battery, for example one of the lead plates has warped or fractured. If the battery can be charged from a charger and retain power, check the operation of your alternator and check that there aren't any circuits within the car draining the battery. A car in use without the alternator will cause the battery to become flat within a few hours of operation. This will happen quicker if systems such as lights, blowers and wipers are in use.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/41678,AI-reviewed; user confirmation required,answer
82,"I think your guess will be correct. The clamp has probably been over-tightened in the past, has stretched and is no longer giving a good tight connection. The copper will have been added to act as a shim to make a tight connection.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/69290,AI-reviewed; user confirmation required,answer
83,"You could pretty much guarantee that he wouldn't treat his own car like this Starter motors are not designed for continuous use and will overheat due to the high currents involved and should be left to cool down after use. If they overheat, the enamel insulation could be burnt off the copper coils causing shorts, or plastic components could melt. I believe car user manuals usually specify not to run the starter for long periods. There is no reason for him to have done this other than to save his time while diagnosing the other issue. If the starter is still starting the engine, then you are probably OK. I would not go back to that mechanic again if he shows no concern for your property.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/74553,AI-reviewed; user confirmation required,answer
84,"Can't believe no one has posted this yet, but: Source: https://geekologie.com/2019/07/meanwhile-in-florida-a-car-with-a-window.php",actionable_suggestion,clarification_request,yes,AI review changed the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/74706,AI-reviewed; user confirmation required,answer
85,"When it comes to running procedures the guidance in the owners manual overrides generalized advice on the internet. If the manufacturer intended for there to be speed restriction (or more likely an engine RPM one since engine speed is what matters not road speed) during running in they'd specify it there. From how you describe your friend's riding it seems pretty much in-line with what the manual suggests, so I really don't think you have anything to worry about. Also the whole journey was only 42km - short of bouncing it off the rev-limiter the whole way it's going to be difficult to do any serious wear to the engine in that short a distance. should I change engine oil to avoid that possibility? No - change the oil when the manual tells you the first one is due and not before. Some engines will be supplied with oil specific for running in and you actually risk doing more harm than good by prematurely changing it to the ""normal"" oil. Keep following the manual's guidance and enjoy your new bike!",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/85995,AI-reviewed; user confirmation required,answer
86,"Couple things to try, Check the ground for horn Remove the relay and run a jumper wire between 30 & 87 terminals where the relay should be. If this works then your relay is bad. Use a 12V test lamp in place of the horn for now so its easier to diagnose whats going on. Just because a dmm reads 12V doesn't necessarily mean there is any current coming through. You need to test for voltage while its under load (e.g. with 12V lamp connected) Whats the year & model?",actionable_suggestion,clarification_request,yes,AI review changed the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/88101,AI-reviewed; user confirmation required,answer
87,"Two of the useful features of this setup (I have no evidence to prove they were the design reasons) are: when braking in a hurry stamping down until you reach the bottom will leave you in first, NOT neutral. This is much safer in many respects than being left with no power in an emergency situation. when starting from neutral, there is no risk of ending up in the wrong gear; 1 kick down leaves you in first gear. I have ridden very old bikes where neutral was the bottom gear, and sometimes the first click up would leave me in second - where I would stall, not being prepared for this. I have also ridden a bike where the gears were the other way round, with 1st at the top, then neutral, then 2nd, 3rd etc - kicking down to change up a gear...less natural...very odd when accelerating hard",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/2412,AI-reviewed; user confirmation required,answer
88,"It isn't something restricted to old vehicles; my Lumina has fans like this, though not as irregular as the picture shown in the question. As far as I can recall, the chief reason cited for this by the manufacturer is noise reduction . You'll notice the additional weight on some of the blades to ensure that rotational balance is maintained despite the asymmetry.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/24328,AI-reviewed; user confirmation required,answer
89,"A little easier to do than building your own. This should keep them away, just remember not to set it off yourself when you leave for work. Orbit 62100 Yard Enforcer Motion Activated Sprinkler ScareCrow Motion Activated Animal Repellent 15 Reasons You Need A Scarecrow Motion-Activated Sprinkler Then put a few of these in a safe (dry) location.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/28558,AI-reviewed; user confirmation required,answer
90,"Those appear to be wheel weights. When mounted on the rims, tires are often not totally and absolutely balanced. When you drive, it may cause all sorts of shaking issues if it is badly out of balance. To compensate, the mounter will spin the tire and get a reading on how to use weights on the rim to compensate for the out-of-balance condition. They are VERY important. Get your tires rebalanced or you will start to wear them more quickly and possibly increase wear on the rest of your wheel system.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/41435,AI-reviewed; user confirmation required,answer
91,"It's simply because some cars will illuminate the reverse lights when the drive moves the gear selector from D, through R on their way to P when stopping for extended periods. My Porsche, and my Range Rovers before only showed the reversing light when the gear was actually engaged. Other cars seem to have the light wired to the gear selector position. It's only a cause of concern if the light stays on, at which point you try and work out whether the car in front is more expensive than the car behind you while leaning on the horn.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/49995,AI-reviewed; user confirmation required,answer
92,"No, the salesman was spot on. If you think about it, bulbs are designed to last about the same amount of time. If they are installed in pairs, then the secondary light which matches the first will most likely be on the road to death just as the first. This holds mostly true for higher output lights, like your headlights. Marker lights, being a much lower output, will not hold true to this. It is (IMHO) a good idea to replace headlights in pairs. Not only due to them lasting about the same amount of time, but also because as they get older, they start to dim. If you replace one headlight, there will be a distinct difference (in most cases) between the two. I guess that may not be an issue for everybody, but I'm just anal like that. I like the headlights to be even so as not to cause weird lighting effects across my field of vision at night.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/59815,AI-reviewed; user confirmation required,answer
93,"This is something that used to be quite common - in the '60s and '70s, people would add an electronic (or manual) overdrive to the back of the 4-speed gearbox to give an extra gear (usually two, as it would operate in both 3rd and 4th, although on many cars the difference between overdrive-3rd and direct-4th was very little). It's unlikely to be possible on many, if any, modern cars however, for several reasons: Most modern cars are front-wheel-drive, so there's no output shaft on the gearbox, with the drive going directly into the differential (although some early 5-speed FWD boxes were simply the previous 4-speed with an extra bit bolted to the side to have the same effect) There's no extra space in a modern engine bay to add the extra components. The electronics integral to modern car engines would get very confused It wouldn't be worth it anyway, as modern gearboxes are designed to more closely reflect the characteristics of the engine, so the top gear will be set to have the engine at optimum RPM at a typical cruising speed - that's much easier to do with 6 gears than it used to be with only 4. The use of overdrives I mention above largely coincided with the proliferation of motorways and other faster roads, so allowed the higher cruising speeds necessary for those roads.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/61948,AI-reviewed; user confirmation required,answer
94,"The 1000 mile oil change is a holdover from days of yore. It falls into the ""my grandfather /father (add appropriate generation) said you should always""... Add what ever urban myth was part of the lesson. Part of the reasoning was due to the Moly-Lube that was part of the engine assembly process. The theory was that the assembly lube was thick enough to clog the oil filter as the hot oil washed it off the bearing surfaces. So after 1000 miles the filter would cease to filter the oil. The improved assembly process and improved chemistry have made this no longer necessary. If it was a concern, the dealer would require it since they warranty the engine for 60,000 or up to 100,000 miles.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/72993,AI-reviewed; user confirmation required,answer
